이름,고유번호,관심사,나이,성별,혜택,교통비,교통횟수,교통총비용,편의점비,편의점횟수,편의점총비용,배달비,배달횟수,배달총비용,카페비,카페횟수,카페총비용,ott비,ott횟수,ott총비용,영화비,영화횟수,영화총비용,쇼핑비,쇼핑횟수,쇼핑총비용,도서비,도서횟수,도서총비용,뷰티비,뷰티횟수,뷰티총비용,야구비,야구횟수,야구총비용,놀이공원/공연비,놀이공원/공연횟수,놀이공원/공연총비용,통신비,통신횟수,통신총비용,card
이성진,a02122,카페,16,남,카페,300,19,5700,27500,23,632500,14700,5,73500,17600,17,299200,3000,4,12000,22100,0,0,41600,4,166400,22200,5,111000,20900,3,62700,14400,1,14400,32600,2,65200,55100,1,55100,5
김서현,a02123,쇼핑,12,여,넷플릭스,300,14,4200,45400,21,953400,20500,3,61500,15300,6,91800,4500,3,13500,16600,2,33200,37700,4,150800,24400,0,0,30300,4,121200,19100,0,0,30900,2,61800,33700,1,33700,6
이영환,a02124,영화관람,9,여,편의점,400,11,4400,33100,28,926800,14200,6,85200,15900,5,79500,3900,4,15600,13200,0,0,27000,2,54000,25400,0,0,18400,4,73600,9700,0,0,43200,2,86400,73900,1,73900,5
강윤서,a02125,여행,18,남,편의점,400,35,14000,21700,8,173600,20700,10,207000,5200,20,104000,3600,1,3600,23500,0,0,26600,2,53200,29200,4,116800,16700,3,50100,14100,2,28200,28000,1,28000,29600,1,29600,3
김정자,a02126,도서,14,남,통신비,500,22,11000,45600,25,1140000,15200,9,136800,6000,2,12000,4300,6,25800,17700,0,0,11200,5,56000,19800,1,19800,45000,1,45000,16600,0,0,34700,1,34700,33400,1,33400,6
이지현,a02127,스포츠,10,여,쇼핑,300,54,16200,41000,29,1189000,10300,6,61800,8100,8,64800,4900,0,0,14000,3,42000,21000,0,0,23400,3,70200,36100,3,108300,8100,2,16200,32500,1,32500,46900,1,46900,4
김은경,a02128,여행,19,남,야구,600,29,17400,17000,13,221000,25300,4,101200,8700,6,52200,3200,0,0,20500,2,41000,16000,1,16000,23900,2,47800,12700,0,0,21900,0,0,38400,0,0,33700,1,33700,7
권미경,a02129,패션,15,여,뷰티,400,66,26400,12200,6,73200,18800,2,37600,13100,13,170300,3100,0,0,13700,2,27400,30000,5,150000,23900,2,47800,13700,0,0,13500,2,27000,34800,0,0,51200,1,51200,7
이영숙,a02130,뷰티,13,여,편의점,400,25,10000,27000,3,81000,12400,3,37200,7500,11,82500,3200,1,3200,17400,1,17400,22700,5,113500,28200,0,0,32300,2,64600,9800,1,9800,49400,0,0,59800,1,59800,3
이선영,a02131,스포츠,16,여,쇼핑,700,19,13300,35500,6,213000,13900,4,55600,16200,12,194400,4400,3,13200,19000,1,19000,18900,2,37800,27900,3,83700,34900,4,139600,19600,1,19600,23900,1,23900,31500,1,31500,7
권은지,a02132,스포츠,10,여,야구,400,28,11200,43300,29,1255700,13800,5,69000,14500,14,203000,4700,3,14100,14900,0,0,37000,2,74000,25000,2,50000,22500,5,112500,17900,0,0,21300,0,0,45000,1,45000,0
서성호,a02133,카페,15,여,놀이동산,400,29,11600,32900,6,197400,16700,5,83500,4800,20,96000,3100,5,15500,20300,0,0,16500,3,49500,25700,0,0,11300,2,22600,15900,0,0,48100,1,48100,74100,1,74100,4
윤종수,a02134,도서,19,여,야구,500,63,31500,31800,19,604200,19600,4,78400,13300,13,172900,4200,6,25200,17000,0,0,17900,1,17900,24700,3,74100,30400,2,60800,12300,2,24600,34700,2,69400,17000,1,17000,5
김서연,a02135,카페,17,남,야구,400,19,7600,35200,26,915200,29800,2,59600,6700,15,100500,3700,3,11100,24800,0,0,44000,5,220000,28000,0,0,40500,5,202500,22500,1,22500,33800,1,33800,69100,1,69100,5
최현지,a02136,패션,12,남,영화관람,600,34,20400,22400,14,313600,25000,2,50000,13600,17,231200,3300,1,3300,24600,0,0,46800,3,140400,25800,4,103200,27200,1,27200,19500,2,39000,36700,2,73400,39700,1,39700,3
양순자,a02137,스포츠,8,남,영화관람,700,9,6300,44600,18,802800,15800,3,47400,5300,5,26500,4700,5,23500,22300,3,66900,30100,0,0,25500,2,51000,14000,1,14000,19700,0,0,36100,0,0,73500,1,73500,5
김민서,a02138,패션,15,남,놀이동산,300,50,15000,3200,10,32000,25500,3,76500,4700,13,61100,4700,5,23500,17500,2,35000,39600,2,79200,26100,2,52200,38600,2,77200,14000,2,28000,22500,0,0,11500,1,11500,1
김진호,a02139,도서,13,남,뷰티,300,18,5400,7400,25,185000,19800,2,39600,17700,15,265500,3800,4,15200,15600,2,31200,24600,1,24600,24100,5,120500,40800,1,40800,12000,0,0,47000,1,47000,50500,1,50500,4
김현정,a02140,뷰티,9,남,쇼핑,300,58,17400,11200,9,100800,15300,3,45900,18100,11,199100,4400,6,26400,16400,1,16400,19100,5,95500,18100,2,36200,28100,4,112400,8300,1,8300,35500,0,0,71600,1,71600,6
박성민,a02141,영화관람,13,여,뷰티,600,31,18600,37700,5,188500,27700,2,55400,11400,2,22800,3100,3,9300,21700,1,21700,33200,2,66400,22200,0,0,19700,2,39400,17500,0,0,39800,2,79600,14000,1,14000,7
박영진,a02142,뷰티,14,남,넷플릭스,600,51,30600,31800,12,381600,25000,6,150000,9100,4,36400,2500,6,15000,15300,2,30600,28500,2,57000,21800,2,43600,36400,2,72800,21400,0,0,24700,2,49400,52400,1,52400,1
이정훈,a02143,카페,15,여,쇼핑,400,19,7600,35100,26,912600,11600,4,46400,15000,7,105000,4600,2,9200,21800,0,0,49900,3,149700,23200,3,69600,16800,5,84000,21300,1,21300,27200,0,0,31600,1,31600,3
장도윤,a02144,스포츠,18,여,배달,400,16,6400,37300,30,1119000,14200,7,99400,18400,11,202400,3700,0,0,15600,2,31200,15700,0,0,25300,4,101200,14300,5,71500,10800,1,10800,21200,2,42400,42100,1,42100,7
장은서,a02145,여행,10,여,도서,600,15,9000,49500,2,99000,24200,9,217800,7900,16,126400,4200,4,16800,13700,1,13700,18900,2,37800,21600,3,64800,24400,4,97600,23700,2,47400,21400,2,42800,11700,1,11700,0
장영순,a02146,영화관람,19,여,쇼핑,500,69,34500,10100,24,242400,23900,4,95600,7600,15,114000,4700,5,23500,15100,2,30200,25400,5,127000,27000,2,54000,36200,4,144800,17200,2,34400,27800,1,27800,33200,1,33200,5
배경숙,a02147,뷰티,16,여,배달,600,65,39000,25300,17,430100,15700,4,62800,6800,8,54400,2800,3,8400,22200,0,0,26700,2,53400,25300,3,75900,34300,1,34300,22300,0,0,43000,2,86000,25300,1,25300,5
김성현,a02148,쇼핑,17,남,편의점,500,29,14500,48800,24,1171200,20400,6,122400,9300,14,130200,4700,6,28200,16200,1,16200,23600,3,70800,24500,1,24500,27100,0,0,20400,1,20400,31600,0,0,27600,1,27600,0
심정희,a02149,스포츠,8,남,넷플릭스,600,36,21600,38300,21,804300,19400,8,155200,12700,14,177800,4300,3,12900,23900,2,47800,38200,0,0,29200,5,146000,34900,5,174500,14500,2,29000,34600,2,69200,66900,1,66900,4
홍유진,a02150,패션,15,남,도서,300,18,5400,28400,13,369200,28100,2,56200,18800,2,37600,2800,6,16800,17900,1,17900,19300,2,38600,23900,2,47800,26600,2,53200,16500,1,16500,20600,1,20600,36000,1,36000,0
박성호,a02151,카페,11,여,넷플릭스,600,42,25200,38100,15,571500,22700,3,68100,6300,10,63000,4800,2,9600,14800,2,29600,24800,3,74400,23800,0,0,42400,4,169600,10100,1,10100,24400,2,48800,64700,1,64700,2
남영미,a02152,뷰티,10,남,놀이동산,500,64,32000,36400,11,400400,24200,7,169400,14900,12,178800,2500,6,15000,16800,2,33600,28900,3,86700,18300,3,54900,40100,3,120300,20600,0,0,41100,2,82200,50800,1,50800,3
장중수,a02153,쇼핑,8,남,뷰티,300,70,21000,8700,12,104400,21600,5,108000,6700,20,134000,3800,1,3800,21900,2,43800,49900,2,99800,28600,5,143000,48800,1,48800,20100,1,20100,45400,1,45400,49300,1,49300,3
김순자,a02154,패션,19,여,쇼핑,400,31,12400,21600,28,604800,27200,6,163200,16300,20,326000,4800,0,0,19500,3,58500,37400,1,37400,29000,3,87000,46700,0,0,16400,1,16400,29500,2,59000,39900,1,39900,7
박정훈,a02155,도서,9,여,넷플릭스,600,45,27000,8300,22,182600,28300,3,84900,19500,12,234000,3600,0,0,22200,3,66600,38300,1,38300,23700,4,94800,43600,2,87200,21700,1,21700,29200,0,0,25000,1,25000,1
장순자,a02156,스포츠,8,여,배달,500,11,5500,30000,28,840000,14900,9,134100,9700,9,87300,3200,4,12800,24800,3,74400,35000,2,70000,27100,0,0,28000,5,140000,14600,1,14600,48000,2,96000,73400,1,73400,4
이성민,a02157,여행,16,여,뷰티,400,22,8800,5800,5,29000,28800,8,230400,7100,5,35500,2900,0,0,15200,2,30400,38700,5,193500,20000,0,0,13100,3,39300,11900,1,11900,26700,1,26700,12400,1,12400,7
노진호,a02158,패션,14,남,대중교통,500,13,6500,2500,16,40000,14100,7,98700,18400,14,257600,3200,5,16000,17700,3,53100,21100,2,42200,23300,5,116500,21500,2,43000,19600,1,19600,26500,1,26500,23300,1,23300,6
김은지,a02159,카페,14,여,편의점,300,24,7200,13000,23,299000,14600,10,146000,16800,18,302400,2600,4,10400,20800,2,41600,27900,4,111600,20700,1,20700,16700,4,66800,17800,2,35600,44200,0,0,52100,1,52100,0
류서영,a02160,스포츠,11,여,대중교통,600,55,33000,27900,29,809100,29400,6,176400,15700,9,141300,3900,0,0,13300,3,39900,25500,4,102000,28100,0,0,17500,2,35000,16600,1,16600,30300,0,0,23500,1,23500,5
강은정,a02161,스포츠,8,남,뷰티,600,39,23400,2100,13,27300,28700,4,114800,16900,9,152100,4800,4,19200,16100,0,0,29200,5,146000,21900,1,21900,36600,3,109800,20600,0,0,22800,0,0,59000,1,59000,7
윤보람,a02162,스포츠,8,남,놀이동산,400,61,24400,28200,24,676800,28700,8,229600,5600,12,67200,4000,2,8000,17300,2,34600,44800,3,134400,24000,4,96000,20400,2,40800,19100,0,0,45300,0,0,17000,1,17000,1
최영길,a02163,패션,12,여,편의점,300,16,4800,14200,6,85200,11300,8,90400,12400,8,99200,3800,3,11400,24700,0,0,11400,0,0,27900,4,111600,13800,1,13800,17900,2,35800,24500,2,49000,21000,1,21000,2
이보람,a02164,게임,9,남,통신비,600,65,39000,5700,6,34200,14600,8,116800,14000,6,84000,3200,1,3200,15500,2,31000,44000,4,176000,28600,1,28600,27100,1,27100,16500,1,16500,24900,1,24900,49500,1,49500,0
하서연,a02165,쇼핑,12,남,뷰티,600,20,12000,35800,26,930800,14200,2,28400,10400,11,114400,3900,5,19500,15800,2,31600,17600,2,35200,18400,5,92000,33400,1,33400,24500,2,49000,44200,1,44200,21900,1,21900,5
김경수,a02166,여행,19,여,도서,600,68,40800,20900,7,146300,28300,10,283000,16700,3,50100,3500,0,0,19200,1,19200,37000,2,74000,22600,5,113000,21900,3,65700,22900,2,45800,20700,0,0,53000,1,53000,0
박수진,a02167,뷰티,14,남,통신비,600,53,31800,32400,7,226800,27000,5,135000,8300,6,49800,3300,5,16500,20100,1,20100,12200,3,36600,24200,2,48400,14800,5,74000,19000,0,0,44900,0,0,34200,1,34200,0
김서영,a02168,카페,15,남,편의점,300,40,12000,7500,17,127500,13500,9,121500,17700,4,70800,3400,2,6800,19200,0,0,46800,5,234000,21100,0,0,20100,3,60300,22900,1,22900,26100,2,52200,52800,1,52800,4
박성훈,a02169,카페,10,남,도서,500,39,19500,34100,26,886600,25200,10,252000,5000,16,80000,4500,2,9000,15900,1,15900,38400,2,76800,24000,0,0,11400,5,57000,9300,0,0,38600,1,38600,28100,1,28100,7
배은서,a02170,쇼핑,16,여,뷰티,400,47,18800,44300,16,708800,26900,3,80700,13000,3,39000,4400,2,8800,15600,1,15600,17800,5,89000,21300,0,0,16400,2,32800,12800,1,12800,25700,0,0,55600,1,55600,4
조시우,a02171,스포츠,9,남,편의점,600,38,22800,15400,27,415800,28800,6,172800,4800,14,67200,4300,6,25800,14100,1,14100,36500,3,109500,20700,0,0,43100,4,172400,13200,2,26400,45000,2,90000,61300,1,61300,5
김상훈,a02172,여행,15,여,편의점,300,61,18300,46900,5,234500,21400,9,192600,4600,20,92000,3700,5,18500,23500,2,47000,24400,5,122000,24500,5,122500,12900,3,38700,18000,0,0,43000,1,43000,49800,1,49800,4
김성훈,a02173,스포츠,11,여,통신비,600,8,4800,25600,23,588800,12500,10,125000,16700,7,116900,3500,6,21000,13200,2,26400,49800,0,0,21600,3,64800,42300,1,42300,17400,2,34800,20100,2,40200,34700,1,34700,7
손민수,a02174,쇼핑,8,여,야구,300,59,17700,28800,27,777600,18300,4,73200,9400,18,169200,3900,5,19500,15900,0,0,18100,3,54300,20100,5,100500,24800,2,49600,16800,2,33600,27400,2,54800,67700,1,67700,2
강영순,a02175,카페,15,남,카페,500,52,26000,28200,22,620400,25700,8,205600,13300,5,66500,3000,2,6000,22300,2,44600,22000,0,0,20300,1,20300,36300,2,72600,16300,0,0,47400,2,94800,55900,1,55900,3
남선영,a02176,도서,19,여,영화관람,400,59,23600,40400,25,1010000,28700,2,57400,7500,20,150000,4200,1,4200,23200,3,69600,35200,3,105600,19200,1,19200,13100,0,0,12500,2,25000,22200,0,0,62900,1,62900,6
박지은,a02177,영화관람,19,여,카페,500,28,14000,22100,5,110500,28700,6,172200,11400,14,159600,4000,4,16000,14700,1,14700,47700,5,238500,21400,4,85600,43600,3,130800,13600,2,27200,33400,0,0,17500,1,17500,5
박지혜,a02178,스포츠,19,여,넷플릭스,600,43,25800,48900,25,1222500,29400,7,205800,19100,18,343800,4000,0,0,15600,1,15600,36300,1,36300,25700,5,128500,47700,4,190800,13600,1,13600,23300,2,46600,42500,1,42500,0
조민석,a02179,뷰티,10,남,영화관람,700,67,46900,10700,5,53500,10900,9,98100,12500,15,187500,3800,0,0,22300,1,22300,44300,5,221500,22800,4,91200,34100,2,68200,11300,2,22600,40900,2,81800,42200,1,42200,3
김성수,a02180,영화관람,8,여,통신비,300,65,19500,16000,28,448000,11300,4,45200,19300,9,173700,3600,1,3600,20600,0,0,24200,5,121000,25000,5,125000,14900,5,74500,24800,0,0,40300,2,80600,43600,1,43600,4
이정식,a02181,스포츠,10,남,영화관람,500,35,17500,15400,22,338800,25200,3,75600,9600,13,124800,4100,4,16400,15400,1,15400,15000,0,0,21600,5,108000,15600,5,78000,20400,0,0,23600,0,0,16000,1,16000,1
남민수,a02182,카페,9,남,도서,600,24,14400,42500,7,297500,17700,2,35400,12700,17,215900,4500,2,9000,16000,2,32000,13600,1,13600,19700,5,98500,10900,4,43600,12700,1,12700,47800,0,0,16200,1,16200,5
차옥순,a02183,여행,15,남,카페,500,34,17000,11400,12,136800,18900,7,132300,13300,10,133000,3200,1,3200,19900,0,0,32400,2,64800,21500,3,64500,28100,1,28100,17800,2,35600,43300,1,43300,44900,1,44900,6
이서준,a02184,영화관람,12,여,쇼핑,300,16,4800,8700,4,34800,19900,8,159200,14600,10,146000,2500,6,15000,20000,0,0,26000,0,0,29600,2,59200,30200,4,120800,20600,0,0,25900,1,25900,15000,1,15000,5
조상현,a02185,게임,16,여,통신비,500,63,31500,48600,15,729000,15300,8,122400,18900,16,302400,4900,6,29400,20300,3,60900,36700,1,36700,26300,2,52600,43700,3,131100,16700,2,33400,43800,1,43800,64200,1,64200,3
김상훈,a02186,도서,10,남,쇼핑,300,55,16500,47100,7,329700,12400,7,86800,6700,15,100500,4200,1,4200,18800,0,0,30000,5,150000,22200,5,111000,48400,0,0,23500,1,23500,26300,0,0,40900,1,40900,1
서지현,a02187,뷰티,14,여,뷰티,600,68,40800,42400,22,932800,26900,4,107600,19200,10,192000,2800,2,5600,20700,2,41400,42100,0,0,20000,5,100000,29100,3,87300,12200,0,0,24100,0,0,11300,1,11300,5
김중수,a02188,뷰티,19,남,편의점,600,16,9600,23600,23,542800,10600,7,74200,7500,20,150000,4800,1,4800,19500,2,39000,15200,1,15200,29900,4,119600,36700,3,110100,12000,2,24000,43200,2,86400,17000,1,17000,5
강정자,a02189,도서,15,여,대중교통,600,30,18000,29900,16,478400,14900,5,74500,15900,4,63600,3800,5,19000,22000,3,66000,27900,3,83700,21000,5,105000,20000,0,0,10400,2,20800,22400,1,22400,69200,1,69200,2
박명자,a02190,스포츠,10,남,쇼핑,400,12,4800,36400,20,728000,19400,3,58200,4800,16,76800,4000,6,24000,21400,2,42800,42400,1,42400,27800,5,139000,33800,3,101400,8000,1,8000,28400,0,0,53300,1,53300,1
김성진,a02191,여행,9,남,통신비,600,58,34800,25800,27,696600,16900,7,118300,4900,6,29400,3900,6,23400,16200,3,48600,23200,2,46400,25600,5,128000,15300,5,76500,22400,2,44800,26100,1,26100,22600,1,22600,4
민예원,a02192,여행,17,여,야구,300,52,15600,11300,22,248600,10400,7,72800,7700,3,23100,2700,6,16200,17200,1,17200,10000,4,40000,26700,3,80100,48100,0,0,23500,0,0,30100,1,30100,64000,1,64000,0
김상철,a02193,게임,8,여,넷플릭스,600,9,5400,28700,18,516600,13500,10,135000,14000,16,224000,2700,5,13500,21400,1,21400,48100,2,96200,19500,0,0,11000,1,11000,23700,0,0,45100,1,45100,12300,1,12300,0
김예진,a02194,도서,9,남,놀이동산,400,16,6400,32800,3,98400,26600,6,159600,12700,16,203200,2500,2,5000,15900,2,31800,30000,3,90000,24200,1,24200,26300,2,52600,19900,1,19900,29300,2,58600,41200,1,41200,2
이준혁,a02195,스포츠,13,남,놀이동산,500,56,28000,45400,2,90800,15000,9,135000,7200,13,93600,4300,5,21500,14600,1,14600,40300,5,201500,19300,2,38600,37900,4,151600,9200,0,0,24100,2,48200,54600,1,54600,4
김혜진,a02196,여행,19,남,배달,400,17,6800,31300,21,657300,20400,10,204000,12400,8,99200,2600,4,10400,15300,3,45900,17500,4,70000,25300,4,101200,32200,4,128800,20900,0,0,36900,0,0,48900,1,48900,5
안은서,a02197,카페,18,남,도서,600,60,36000,45100,13,586300,21100,4,84400,11100,7,77700,3300,6,19800,20300,2,40600,10300,3,30900,27900,0,0,44500,1,44500,24600,1,24600,29800,1,29800,27700,1,27700,7
강경자,a02198,카페,14,여,영화관람,400,58,23200,26300,27,710100,24700,3,74100,14100,19,267900,2800,2,5600,18000,0,0,23600,4,94400,23900,3,71700,29800,1,29800,16700,2,33400,31200,1,31200,27800,1,27800,5
서지아,a02199,패션,8,남,배달,300,52,15600,23000,2,46000,21300,8,170400,18200,2,36400,4800,3,14400,16800,2,33600,39500,0,0,20800,2,41600,21400,4,85600,12700,1,12700,42000,1,42000,69700,1,69700,6
신은주,a02200,영화관람,8,남,놀이동산,500,45,22500,28000,21,588000,15400,10,154000,18600,5,93000,4000,2,8000,16500,1,16500,23800,0,0,23100,5,115500,33800,1,33800,19100,0,0,35100,0,0,16800,1,16800,1
안정호,a02201,스포츠,14,남,뷰티,300,58,17400,13200,17,224400,26400,5,132000,18500,7,129500,3200,5,16000,24600,0,0,47200,2,94400,26700,4,106800,27000,2,54000,11200,2,22400,34600,1,34600,32700,1,32700,2
한예은,a02202,게임,17,여,대중교통,400,9,3600,45200,10,452000,19800,4,79200,14400,19,273600,3800,5,19000,22600,3,67800,35400,0,0,24200,4,96800,15700,5,78500,8300,1,8300,47600,1,47600,37800,1,37800,0
지윤서,a02203,뷰티,16,남,도서,300,23,6900,28700,29,832300,24300,3,72900,5300,17,90100,2800,5,14000,19600,0,0,49500,5,247500,19600,1,19600,47400,5,237000,20000,2,40000,22700,2,45400,48000,1,48000,1
박정식,a02204,스포츠,10,여,넷플릭스,500,46,23000,7900,17,134300,29000,2,58000,5100,19,96900,3900,4,15600,17000,2,34000,21000,3,63000,25800,2,51600,44500,0,0,23200,0,0,33100,1,33100,53600,1,53600,2
김지우,a02205,게임,16,남,놀이동산,300,32,9600,6400,4,25600,21600,5,108000,18300,13,237900,4300,4,17200,18500,3,55500,35400,3,106200,20400,1,20400,46200,3,138600,17000,1,17000,46700,0,0,31400,1,31400,1
김우진,a02206,여행,14,여,넷플릭스,500,57,28500,27000,25,675000,14200,2,28400,11200,17,190400,3000,6,18000,17600,3,52800,42100,3,126300,21100,1,21100,34500,5,172500,8000,2,16000,43800,1,43800,25700,1,25700,5
배주원,a02207,스포츠,11,남,놀이동산,300,52,15600,48100,10,481000,14000,9,126000,18200,10,182000,3600,4,14400,14200,2,28400,35500,1,35500,28800,4,115200,10400,1,10400,17500,0,0,41400,2,82800,24200,1,24200,6
김준영,a02208,도서,19,남,넷플릭스,500,53,26500,46200,19,877800,20500,8,164000,19500,2,39000,4500,5,22500,14900,2,29800,18600,4,74400,29800,4,119200,33700,1,33700,19800,0,0,41700,2,83400,14600,1,14600,2
한옥순,a02209,패션,17,남,놀이동산,400,33,13200,33800,3,101400,12300,4,49200,14100,3,42300,3400,5,17000,19300,1,19300,20900,2,41800,27200,0,0,24800,3,74400,8900,0,0,30600,0,0,56700,1,56700,5
김중수,a02210,패션,18,남,카페,400,13,5200,24900,13,323700,20300,8,162400,8700,20,174000,3900,4,15600,21000,0,0,29600,2,59200,26100,3,78300,48700,3,146100,14500,1,14500,38100,0,0,46200,1,46200,5
박상호,a02211,도서,13,여,편의점,400,21,8400,25300,21,531300,14300,4,57200,17400,19,330600,4000,0,0,15400,0,0,31900,4,127600,20800,4,83200,24100,0,0,24700,0,0,41700,2,83400,74600,1,74600,1
문병철,a02212,패션,8,여,편의점,500,24,12000,3500,28,98000,18500,6,111000,16000,3,48000,2600,2,5200,17900,3,53700,47400,2,94800,22500,1,22500,26200,0,0,10700,0,0,41500,0,0,22900,1,22900,0
노준호,a02213,패션,13,남,쇼핑,700,64,44800,26800,12,321600,14200,10,142000,13800,18,248400,4500,4,18000,15500,1,15500,15400,3,46200,29100,1,29100,21300,2,42600,21800,0,0,36700,2,73400,53400,1,53400,1
김정남,a02214,카페,14,남,넷플릭스,600,47,28200,47800,20,956000,23900,8,191200,13500,6,81000,2600,2,5200,23300,1,23300,20400,2,40800,21700,4,86800,40800,5,204000,22300,0,0,45600,2,91200,69600,1,69600,6
최지민,a02215,쇼핑,15,여,편의점,600,39,23400,33100,7,231700,14700,8,117600,9800,10,98000,4400,3,13200,22000,0,0,37900,3,113700,23500,3,70500,29100,5,145500,14100,0,0,43400,1,43400,74200,1,74200,4
한현주,a02216,여행,16,남,대중교통,400,60,24000,14100,21,296100,19600,5,98000,16400,17,278800,3200,6,19200,22900,0,0,34900,4,139600,26100,5,130500,31200,0,0,24100,2,48200,47600,1,47600,33300,1,33300,1
김지연,a02217,스포츠,16,여,배달,300,6,1800,25900,4,103600,18400,9,165600,12900,18,232200,3300,2,6600,15700,2,31400,17100,0,0,18700,1,18700,39000,2,78000,19500,0,0,37700,0,0,58600,1,58600,5
김지우,a02218,쇼핑,18,남,대중교통,400,25,10000,32300,5,161500,10800,4,43200,17100,9,153900,3200,1,3200,19800,0,0,29800,1,29800,25100,3,75300,45400,0,0,21500,0,0,47400,0,0,48400,1,48400,0
박민석,a02219,패션,15,남,놀이동산,300,58,17400,49100,21,1031100,23200,3,69600,7300,12,87600,4500,4,18000,14200,1,14200,47700,1,47700,28400,5,142000,24000,5,120000,18600,2,37200,47500,0,0,55900,1,55900,1
이영자,a02220,뷰티,17,남,배달,400,25,10000,22400,13,291200,26000,3,78000,19700,6,118200,3100,4,12400,18600,2,37200,10100,2,20200,21300,0,0,23300,3,69900,9000,2,18000,33300,1,33300,30400,1,30400,0
